,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1157,1158,120,2,34.0,5001,Pave,,2,1,AllPub,1,1,NridgHt,Norm,Norm,5,1,7,5,2007,2008,1,1,1,1,3,166,1,2,1,1,2,1,1,904,3,0,410,1314,1,3,1,1,1314,0,0,1314,1,0,2,0,2,1,1,6,1,1,1,1,2008,1,2,626,2,2,1,172,62,0,0,0,0,,,,0,7,2009,1,Normal,230000
1158,1159,20,2,92.0,11932,Pave,,1,1,AllPub,2,1,Somerst,Feedr,Norm,1,1,8,5,2007,2008,1,1,1,1,3,186,1,2,1,1,2,1,3,0,3,0,1580,1580,1,3,1,1,1580,0,0,1580,0,0,2,0,3,1,1,7,1,0,5,1,2008,1,3,830,2,2,1,0,24,0,0,0,0,,,,0,6,2008,4,Partial,235128
1159,1160,60,2,76.0,9120,Pave,,1,1,AllPub,1,1,NWAmes,Norm,Norm,1,2,6,6,1974,1974,2,1,4,4,2,270,1,2,2,2,2,1,2,442,3,0,459,901,1,2,1,1,943,933,0,1876,0,0,2,1,4,1,1,8,1,1,2,1,1974,1,2,540,1,2,1,0,69,0,0,0,0,,,,0,7,2008,1,Normal,185000
1160,1161,160,2,24.0,2280,Pave,,1,1,AllPub,1,1,NPkVill,Norm,Norm,5,2,6,5,1978,1978,1,1,7,13,1,0,2,2,2,1,2,1,2,311,3,0,544,855,1,4,1,1,855,601,0,1456,0,0,2,1,3,1,2,7,1,1,2,1,1978,2,2,440,2,2,1,26,0,0,0,0,0,,,,0,7,2010,1,Normal,146000
1161,1162,20,2,,14778,Pave,,2,3,AllPub,4,1,Crawfor,PosN,Norm,1,1,6,7,1954,2006,2,1,4,4,2,72,1,2,2,2,2,1,7,728,3,0,568,1296,1,3,1,1,1640,0,0,1640,1,0,1,0,3,1,1,7,1,1,1,2,1993,2,2,924,2,2,1,108,0,0,216,0,0,,,,0,11,2008,1,Normal,224000
1162,1163,20,2,109.0,8724,Pave,,1,1,AllPub,1,1,Sawyer,Norm,Norm,1,1,5,5,1968,1968,1,1,1,1,1,0,2,2,2,1,2,1,7,492,3,0,402,894,1,1,1,1,894,0,0,894,0,0,1,0,3,1,2,5,1,1,Po,1,1968,3,2,450,2,2,1,0,0,0,0,0,0,,,,0,5,2007,1,Normal,129000
1163,1164,90,2,60.0,12900,Pave,,1,1,AllPub,1,1,Sawyer,Feedr,Norm,3,6,4,4,1969,1969,1,1,7,7,1,0,2,2,2,1,2,4,1,1198,3,0,0,1198,1,2,1,1,1258,0,0,1258,2,0,0,2,0,2,2,6,1,0,5,4,1969,2,2,400,4,2,1,120,0,0,0,0,0,,,,0,1,2008,1,Alloca,108959
1164,1165,80,2,,16157,Pave,,2,1,AllPub,2,1,Veenker,Feedr,Norm,1,3,5,7,1978,1978,1,1,7,7,1,0,2,2,1,1,2,2,2,680,4,391,289,1360,1,3,1,1,1432,0,0,1432,1,0,1,1,2,1,1,5,1,1,2,1,1978,2,2,588,2,2,1,168,180,0,0,0,0,,,,0,6,2007,1,Normal,194000
1165,1166,20,2,79.0,9541,Pave,,2,1,AllPub,1,1,NridgHt,Norm,Norm,1,1,7,5,2009,2009,1,1,1,1,3,268,1,2,1,1,2,1,3,0,3,0,1502,1502,1,3,1,1,1502,0,0,1502,0,0,2,0,3,1,1,7,1,0,5,1,2009,1,2,644,2,2,1,0,114,0,0,0,0,,,,0,9,2009,2,Partial,233170
1166,1167,20,2,64.0,10475,Pave,,2,1,AllPub,3,1,CollgCr,Norm,Norm,1,1,8,5,2008,2008,1,1,1,1,3,72,1,2,1,1,2,4,3,0,3,0,1694,1694,1,3,1,1,1694,0,0,1694,0,0,2,0,3,1,1,7,1,0,5,1,2008,1,3,776,2,2,1,160,33,0,0,0,0,,,,0,2,2010,1,Normal,245350
1167,1168,60,2,58.0,10852,Pave,,2,1,AllPub,1,1,Gilbert,RRAn,Norm,1,2,6,5,2000,2000,1,1,1,1,1,0,2,2,1,1,2,1,1,786,3,0,173,959,1,3,1,1,959,712,0,1671,1,0,2,1,3,1,2,7,1,1,2,1,2000,3,2,472,2,2,1,0,38,0,0,0,0,,,,0,2,2006,1,Normal,173000
1168,1169,70,2,120.0,13728,Pave,,1,1,AllPub,3,1,Edwards,Norm,Norm,1,2,6,7,1935,1986,2,1,11,11,1,0,2,2,2,2,2,1,4,626,3,0,501,1127,1,3,1,1,1236,872,0,2108,0,0,2,0,4,1,1,7,1,2,2,6,1935,2,2,540,2,2,1,0,0,0,0,90,0,,,,0,7,2008,1,Normal,235000
1169,1170,60,2,118.0,35760,Pave,,2,1,AllPub,4,1,NoRidge,Norm,Norm,1,2,10,5,1995,1996,2,1,4,4,2,1378,1,1,1,3,2,2,1,1387,3,0,543,1930,1,3,1,1,1831,1796,0,3627,1,0,3,1,4,1,1,10,1,1,2,1,1995,3,3,807,2,2,1,361,76,0,0,0,0,,,,0,7,2006,1,Normal,625000
1170,1171,80,2,76.0,9880,Pave,,1,1,AllPub,1,1,Mitchel,Norm,Norm,1,3,6,6,1977,1977,1,1,7,7,1,0,2,2,2,2,2,4,2,522,3,0,574,1096,1,2,1,1,1118,0,0,1118,1,0,1,0,3,1,2,6,1,1,Po,1,1977,3,1,358,2,2,1,203,0,0,0,0,576,Gd,GdPrv,,0,7,2008,1,Normal,171000
1171,1172,20,2,76.0,9120,Pave,,1,1,AllPub,1,1,NAmes,Norm,Norm,1,1,6,6,1958,1958,2,1,2,2,1,0,2,2,2,2,2,1,2,662,3,0,599,1261,1,3,1,1,1261,0,0,1261,1,0,1,0,3,1,2,6,1,1,2,1,1958,1,2,433,2,2,1,0,0,0,0,288,0,,,Shed,1400,11,2008,1,Normal,163000
1172,1173,160,3,35.0,4017,Pave,Pave,2,1,AllPub,1,1,Somerst,Norm,Norm,4,2,7,5,2006,2007,1,1,2,2,1,0,1,2,1,1,2,1,3,0,3,0,625,625,1,3,1,1,625,625,0,1250,0,0,2,1,2,1,1,5,1,0,5,2,2006,3,2,625,2,2,1,0,54,0,0,0,0,,,,0,3,2008,1,Normal,171900
1173,1174,50,2,138.0,18030,Pave,,2,2,AllPub,1,1,ClearCr,Norm,Norm,1,4,5,6,1946,1994,1,1,2,2,1,0,2,2,2,2,2,1,4,152,7,469,977,1598,1,2,1,1,1636,971,479,3086,0,0,3,0,3,1,3,12,4,1,1,5,0,4,0,0,5,5,1,122,0,0,0,0,0,,MnPrv,,0,3,2007,1,Normal,200500
1174,1175,70,2,80.0,16560,Pave,,2,1,AllPub,1,1,Crawfor,Norm,Norm,1,2,6,8,1932,1950,1,1,3,3,1,0,2,2,3,1,2,1,4,503,3,0,449,952,1,2,1,1,1170,1175,0,2345,0,0,2,1,4,1,2,9,1,1,1,2,1932,2,2,360,2,2,1,0,0,0,0,0,0,,,,0,7,2006,1,Normal,239000
1175,1176,50,2,85.0,10678,Pave,,1,1,AllPub,1,1,NoRidge,Norm,Norm,1,4,8,5,1992,2000,2,1,4,4,2,337,1,2,1,1,2,1,1,700,3,0,983,1683,1,3,1,1,2129,743,0,2872,0,0,2,1,4,1,1,9,1,1,2,1,1992,3,2,541,2,2,1,0,33,0,0,0,0,,,,0,4,2007,1,Normal,285000
1176,1177,20,2,37.0,6951,Pave,,2,1,AllPub,4,1,Mitchel,Norm,Norm,1,1,5,5,1984,1985,1,1,4,7,1,0,2,2,2,2,2,1,2,658,3,0,218,876,1,2,1,1,923,0,0,923,1,0,1,0,3,1,2,5,1,0,5,1,1984,2,1,264,2,2,1,362,0,0,0,0,0,,MnPrv,,0,10,2008,1,Normal,119500
1177,1178,50,1,,3950,Pave,Grvl,1,2,AllPub,1,1,OldTown,Artery,Norm,1,4,6,8,1926,2004,1,1,2,2,1,0,2,2,2,2,2,1,4,468,3,0,350,818,1,2,1,1,818,406,0,1224,0,0,1,0,3,1,2,5,1,0,5,2,1926,2,1,210,2,2,2,0,0,116,0,0,0,,,,0,12,2009,1,Normal,115000
1178,1179,50,2,54.0,7681,Pave,,2,1,AllPub,2,1,Crawfor,Norm,Norm,1,4,5,6,1921,1950,1,1,3,3,1,0,2,2,3,2,2,1,3,0,3,0,731,731,1,3,1,1,820,523,0,1343,0,0,1,1,3,1,2,7,1,1,1,2,1921,2,1,186,4,2,1,192,0,102,0,0,0,,,,0,7,2009,1,Normal,154900
1179,1180,20,2,77.0,8335,Pave,,1,1,AllPub,3,1,Edwards,Norm,Norm,1,1,5,5,1954,1954,1,1,3,3,1,0,2,2,5,5,5,5,5,0,5,0,0,0,1,1,1,1,1124,0,0,1124,0,0,1,0,3,1,2,5,3,1,1,5,0,4,0,0,5,5,2,0,36,190,0,0,0,,,,0,4,2006,1,Normal,93000
1180,1181,60,2,,11170,Pave,,3,1,AllPub,3,1,Timber,Norm,Norm,1,2,7,5,1990,1991,1,1,2,2,1,0,2,2,4,1,2,1,6,1216,3,0,0,1216,1,3,1,1,1298,1216,0,2514,0,0,2,1,4,1,2,8,1,0,5,1,1990,3,2,693,2,2,1,0,0,0,0,0,0,,GdPrv,,0,4,2006,1,Normal,250000
1181,1182,120,1,64.0,5587,Pave,,2,4,AllPub,1,2,Crawfor,Norm,Norm,4,1,8,5,2008,2008,2,1,6,6,3,186,3,2,1,3,2,2,1,1480,3,0,120,1600,1,3,1,1,1652,0,0,1652,1,1,2,0,2,1,1,5,1,1,1,1,2008,3,2,482,2,2,1,162,53,0,153,0,0,,,,0,11,2008,2,Partial,392500
1182,1183,60,2,160.0,15623,Pave,,2,1,AllPub,3,1,NoRidge,Norm,Norm,1,2,10,5,1996,1996,2,1,3,12,1,0,1,2,1,3,2,4,1,2096,3,0,300,2396,1,3,1,1,2411,2065,0,4476,1,0,3,1,4,1,3,10,1,2,2,1,1996,3,3,813,2,2,1,171,78,0,0,0,555,Ex,MnPrv,,0,7,2007,1,Abnorml,745000
1183,1184,30,2,60.0,10800,Pave,Grvl,1,1,AllPub,1,1,OldTown,Norm,Norm,1,1,5,6,1920,1950,2,1,11,11,1,0,2,2,3,2,2,1,4,821,3,0,299,1120,1,3,1,1,1130,0,0,1130,1,0,1,0,2,1,2,5,1,1,1,2,1970,2,2,720,2,2,1,229,0,0,0,0,0,,,,0,6,2006,1,Normal,120000
1184,1185,20,2,50.0,35133,Grvl,,1,1,AllPub,1,2,Timber,Norm,Norm,1,1,5,4,1963,1963,2,1,2,2,2,226,2,2,2,2,2,2,4,1159,3,0,413,1572,1,1,1,1,1572,0,0,1572,1,0,1,1,3,1,2,5,1,2,2,7,1963,1,3,995,2,2,1,0,263,0,0,263,0,,,,0,5,2007,1,Normal,186700
1185,1186,50,2,60.0,9738,Pave,,1,1,AllPub,1,1,Edwards,Norm,Norm,1,4,5,7,1924,1950,1,1,9,9,1,0,2,1,3,2,2,1,7,392,3,0,392,784,1,1,1,1,949,272,0,1221,1,0,1,0,4,1,2,7,1,0,5,1,1965,2,1,392,2,2,1,0,0,236,0,0,0,,,,0,3,2006,1,Normal,104900
1186,1187,190,2,107.0,10615,Pave,,2,2,AllPub,3,2,OldTown,Artery,Artery,2,2,3,5,1900,1970,1,1,4,4,1,0,2,2,2,4,2,3,7,440,3,0,538,978,1,2,1,1,1014,685,0,1699,1,0,2,0,3,2,2,7,1,0,5,4,1920,2,2,420,4,4,1,0,74,0,0,0,0,,,,0,8,2009,1,Abnorml,95000
1187,1188,20,2,89.0,12461,Pave,,1,1,AllPub,3,1,NoRidge,Norm,Norm,1,1,8,5,1994,1995,1,1,12,12,1,0,1,2,1,1,2,1,1,1456,3,0,168,1624,1,3,1,1,1624,0,0,1624,1,0,2,0,2,1,1,5,1,1,Fa,1,1994,1,3,757,2,2,1,0,114,192,0,0,0,,GdPrv,,0,7,2006,1,Normal,262000
1188,1189,60,2,68.0,8935,Pave,,2,1,AllPub,1,1,CollgCr,Norm,Norm,1,2,7,5,2002,2002,1,1,1,1,2,95,1,2,1,1,2,1,3,0,3,0,831,831,1,3,1,1,831,829,0,1660,0,0,2,1,3,1,1,7,1,0,5,1,2002,1,2,493,2,2,1,144,68,0,0,0,0,,,,0,7,2009,1,Normal,195000
1189,1190,60,2,60.0,7500,Pave,,1,1,AllPub,1,1,Gilbert,Norm,Norm,1,2,7,5,1999,1999,1,1,1,1,1,0,2,2,1,2,2,1,3,0,3,0,994,994,1,1,1,1,1028,776,0,1804,0,0,2,1,3,1,1,7,1,1,2,1,1999,3,2,442,2,2,1,140,60,0,0,0,0,,,,0,6,2010,1,Normal,189000
1190,1191,190,2,,32463,Pave,,1,3,AllPub,1,2,Mitchel,Norm,Norm,2,1,4,4,1961,1975,1,1,2,2,3,149,2,1,2,2,2,4,7,1159,3,0,90,1249,1,3,1,1,1622,0,0,1622,1,0,1,0,3,1,2,7,1,1,2,7,1975,3,4,1356,2,2,1,439,0,0,0,0,0,,,,0,3,2007,1,Normal,168000
1191,1192,160,3,24.0,2645,Pave,Pave,1,1,AllPub,1,1,Somerst,Norm,Norm,5,2,8,5,1999,2000,1,1,2,2,2,456,1,2,1,1,2,1,3,0,3,0,776,776,1,3,1,1,764,677,0,1441,0,0,2,1,2,1,1,5,1,0,5,2,1999,2,2,492,2,2,1,206,0,0,0,0,0,,,,0,11,2007,1,Normal,174000
1192,1193,50,1,60.0,9600,Pave,Grvl,1,1,AllPub,1,1,OldTown,Norm,Norm,1,4,5,8,1925,1994,3,1,1,1,1,0,2,2,1,2,2,3,3,0,3,0,702,702,1,1,1,1,842,630,0,1472,0,0,1,0,3,1,1,6,1,0,5,2,1925,2,1,250,2,4,3,0,0,84,0,0,0,,GdWo,,0,7,2007,1,Normal,125000
1193,1194,120,1,,4500,Pave,,1,1,AllPub,2,1,Mitchel,Norm,Norm,4,1,6,5,1999,1999,2,1,1,1,2,425,2,2,1,3,2,1,1,883,3,0,341,1224,1,3,1,1,1224,0,0,1224,1,0,2,0,2,1,2,5,1,0,5,1,1999,3,2,402,2,2,1,0,304,0,0,0,0,,,,0,6,2009,1,Normal,165000
1194,1195,60,2,80.0,9364,Pave,,1,1,AllPub,3,1,Sawyer,Norm,Norm,1,2,6,7,1969,1969,1,1,4,4,3,143,2,2,2,2,2,1,2,371,3,0,292,663,1,2,1,1,663,689,0,1352,0,0,1,1,4,1,2,7,1,0,5,1,1969,3,1,299,2,2,1,379,36,0,0,0,0,,MnPrv,,0,3,2010,1,Normal,158000
1195,1196,60,2,51.0,8029,Pave,,2,1,AllPub,1,1,Gilbert,Norm,Norm,1,2,6,5,2005,2005,1,1,1,1,1,0,2,2,1,1,2,1,3,0,3,0,728,728,1,3,1,1,728,728,0,1456,0,0,2,1,3,1,1,8,1,0,5,1,2005,3,2,400,2,2,1,100,24,0,0,0,0,,,,0,7,2008,1,Normal,176000
1196,1197,60,2,58.0,14054,Pave,,2,1,AllPub,1,1,Gilbert,Norm,Norm,1,2,7,5,2006,2006,1,1,1,1,1,0,1,2,1,1,2,4,3,0,3,0,879,879,1,3,1,1,879,984,0,1863,0,0,2,1,4,1,1,9,1,1,1,3,2006,3,3,660,2,2,1,100,17,0,0,0,0,,,,0,11,2006,2,Partial,219210
1197,1198,75,1,65.0,8850,Pave,,2,2,AllPub,3,1,OldTown,Norm,Norm,1,7,7,6,1916,1950,1,1,2,2,1,0,2,2,3,2,2,1,3,0,3,0,815,815,1,3,1,1,815,875,0,1690,0,0,1,0,3,1,2,7,1,1,1,2,1916,2,1,225,2,2,1,0,0,330,0,0,0,,,,0,7,2006,6,Normal,144000
1198,1199,20,2,70.0,9100,Pave,,1,1,AllPub,1,1,CollgCr,Norm,Norm,1,1,7,5,2001,2001,1,1,1,1,1,0,1,2,1,1,2,1,3,0,3,0,1212,1212,1,3,1,1,1212,0,0,1212,0,0,2,0,3,1,1,6,1,0,5,1,2001,1,2,573,2,2,1,356,0,0,0,0,0,,,,0,6,2009,1,Normal,178000
1199,1200,20,2,75.0,11235,Pave,,1,1,AllPub,1,1,Sawyer,Norm,Norm,1,1,4,5,1963,1979,1,1,4,4,2,51,2,2,2,2,2,1,4,547,3,0,504,1051,1,1,1,1,1382,0,0,1382,0,0,1,1,3,1,2,6,1,1,Po,1,1974,2,2,459,2,2,1,0,82,0,0,0,0,,,,0,10,2006,1,Normal,148000
1200,1201,20,2,71.0,9353,Pave,,1,1,AllPub,1,1,NAmes,Norm,Norm,1,1,4,5,1970,1970,1,1,2,2,1,0,2,2,2,2,2,1,3,0,3,0,864,864,1,1,1,1,864,0,0,864,0,0,1,0,3,1,2,5,1,0,5,1,1972,2,1,280,2,2,1,0,0,0,0,0,0,,,Shed,0,7,2006,8,Abnorml,116050
1201,1202,60,2,80.0,10400,Pave,,1,1,AllPub,3,1,CollgCr,Norm,Norm,1,2,7,5,1998,1998,1,1,1,1,1,0,2,2,1,1,2,4,3,0,3,0,866,866,1,3,1,1,866,913,0,1779,0,0,2,1,3,1,1,6,1,0,5,1,1998,1,2,546,2,2,1,198,36,0,0,0,0,,,,0,3,2009,1,Normal,197900
1202,1203,50,1,50.0,6000,Pave,,1,1,AllPub,3,1,BrkSide,Norm,Norm,1,4,5,8,1925,1997,1,1,3,3,1,0,2,2,3,2,2,1,3,0,3,0,884,884,1,3,1,1,884,464,0,1348,1,0,1,0,3,1,2,5,1,1,Fa,2,1960,2,1,216,2,2,2,0,0,208,0,0,0,,,,0,5,2009,1,Normal,117000
1203,1204,20,2,75.0,9750,Pave,,1,1,AllPub,1,1,CollgCr,Norm,Norm,1,1,7,5,2000,2001,1,1,1,1,2,171,1,2,1,1,2,1,3,0,3,0,1630,1630,1,3,1,1,1630,0,0,1630,0,0,2,0,3,1,1,6,1,1,2,1,2000,2,2,451,2,2,1,74,234,0,0,0,0,,,,0,10,2009,1,Normal,213000
1204,1205,20,2,78.0,10140,Pave,,1,1,AllPub,1,1,NWAmes,Norm,Norm,1,1,5,6,1975,1975,1,1,4,4,1,0,2,2,2,1,2,1,2,788,3,0,268,1056,1,3,1,1,1074,0,0,1074,1,0,1,1,3,1,2,6,1,0,5,1,1975,1,2,495,2,2,1,0,88,0,0,0,0,,MnPrv,,0,7,2006,1,Normal,153500
1205,1206,20,2,90.0,14684,Pave,,2,1,AllPub,4,1,SawyerW,Norm,Norm,1,1,7,7,1990,1991,2,1,4,4,2,234,1,2,2,1,2,3,2,485,7,177,1496,2158,1,1,1,1,2196,0,0,2196,0,0,2,0,3,1,1,7,1,1,2,1,1990,1,3,701,2,2,1,84,70,0,0,0,0,,,,0,6,2009,1,Normal,271900
1206,1207,20,5,,8900,Pave,,1,1,AllPub,1,1,SawyerW,Norm,Norm,1,1,4,4,1966,1966,1,1,4,4,1,0,2,2,2,2,2,1,4,1056,3,0,0,1056,1,2,1,1,1056,0,0,1056,1,0,1,0,2,1,2,5,1,0,5,2,1966,2,1,384,2,2,1,0,42,0,0,0,0,,MnPrv,,0,11,2006,1,Normal,107000
1207,1208,20,2,70.0,9135,Pave,,1,1,AllPub,1,1,CollgCr,Norm,Norm,1,1,6,5,2003,2003,1,1,1,1,2,120,1,2,1,1,2,4,1,340,3,0,1342,1682,1,3,1,1,1700,0,0,1700,1,0,2,0,3,1,1,7,1,0,5,1,2003,1,2,544,2,2,1,192,23,0,0,0,0,,,,0,5,2006,1,Normal,200000
1208,1209,20,2,70.0,7763,Pave,,1,1,AllPub,1,1,NAmes,Norm,Norm,1,1,5,7,1962,1980,1,1,2,2,1,0,2,1,2,2,2,1,4,504,7,108,319,931,1,2,1,1,1283,0,0,1283,1,0,1,0,3,1,2,6,1,0,5,2,1980,2,2,506,2,2,1,0,0,0,0,0,0,,,,0,10,2008,1,Normal,140000
1209,1210,20,2,85.0,10182,Pave,,2,1,AllPub,4,1,Somerst,RRNn,Norm,1,1,8,5,2006,2006,2,1,1,1,3,420,1,2,1,3,2,3,1,1220,3,0,440,1660,1,3,1,1,1660,0,0,1660,1,0,2,0,3,1,1,8,1,1,1,1,2006,1,2,500,2,2,1,322,50,0,0,0,0,,,,0,5,2006,2,Partial,290000
1210,1211,60,2,70.0,11218,Pave,,1,1,AllPub,1,1,SawyerW,Norm,Norm,1,2,6,5,1992,1992,1,1,3,3,1,0,1,2,1,1,2,1,3,0,3,0,1055,1055,1,3,1,1,1055,790,0,1845,0,0,2,1,3,1,1,8,1,1,2,1,1992,1,2,462,2,2,1,635,104,0,0,0,0,,GdPrv,Shed,400,5,2010,1,Normal,189000
1211,1212,50,2,152.0,12134,Pave,,2,2,AllPub,1,2,Gilbert,Norm,Norm,1,4,8,7,1988,2005,1,1,3,3,1,0,1,2,4,1,2,4,1,427,3,0,132,559,1,1,1,1,1080,672,0,1752,0,0,2,0,4,1,2,8,1,0,5,6,1988,1,2,492,2,2,1,325,12,0,0,0,0,,,,0,6,2010,1,Normal,164000
1212,1213,30,2,50.0,9340,Pave,,1,1,AllPub,1,1,Edwards,Norm,Norm,1,1,4,6,1941,1950,2,1,2,2,1,0,2,2,2,2,2,1,4,344,3,0,328,672,1,2,1,1,672,0,0,672,1,0,1,0,2,1,2,4,1,0,5,1,1941,2,1,234,2,2,2,0,113,0,0,0,0,,,,0,8,2009,1,Normal,113000
1213,1214,80,2,,10246,Pave,,2,1,AllPub,4,1,Sawyer,Norm,Norm,1,3,4,9,1965,2001,1,1,1,1,1,0,2,1,2,2,1,4,1,648,3,0,0,648,1,3,1,1,960,0,0,960,1,1,0,0,0,1,2,3,1,0,5,1,1965,2,1,364,2,2,1,88,0,0,0,0,0,,,,0,5,2006,1,Normal,145000
1214,1215,85,2,69.0,10205,Pave,,2,1,AllPub,1,1,NAmes,Norm,Norm,1,6,5,5,1962,1962,1,1,2,2,1,0,2,2,2,2,2,4,7,784,3,0,141,925,1,2,1,1,999,0,0,999,1,0,1,0,3,1,2,6,1,0,5,1,1962,2,1,300,2,2,1,150,72,0,0,0,0,,,,0,5,2006,1,Normal,134500
1215,1216,20,2,99.0,7094,Pave,,2,1,AllPub,1,1,Sawyer,Norm,Norm,1,1,5,5,1966,1966,1,1,1,1,1,0,2,2,2,2,2,1,4,180,6,374,340,894,1,2,1,1,894,0,0,894,0,0,1,0,3,1,2,5,1,0,5,2,1966,1,1,384,2,2,1,0,0,0,0,0,0,,MnPrv,,0,5,2007,1,Normal,125000
1216,1217,90,1,68.0,8930,Pave,,1,1,AllPub,1,1,Sawyer,RRAe,Norm,3,4,6,5,1978,1978,1,1,1,1,1,0,2,2,5,5,5,5,5,0,5,0,0,0,1,2,1,1,1318,584,0,1902,0,0,2,0,4,2,2,8,1,0,5,1,1978,2,2,539,2,2,1,0,0,0,0,0,0,,,,0,4,2010,1,Normal,112000
1217,1218,20,3,72.0,8640,Pave,,1,1,AllPub,1,1,Somerst,Norm,Norm,1,1,8,5,2009,2009,1,1,6,6,3,72,1,2,1,1,2,3,1,936,3,0,364,1300,1,3,1,1,1314,0,0,1314,1,0,2,0,3,1,1,6,1,0,5,1,2009,1,2,552,2,2,1,135,112,0,0,0,0,,,,0,9,2009,2,Partial,229456
1218,1219,50,1,52.0,6240,Pave,,1,1,AllPub,1,1,BrkSide,Norm,Norm,1,4,4,5,1947,1950,1,1,9,9,1,0,2,2,5,5,5,5,5,0,5,0,0,0,1,1,2,1,672,240,0,912,0,0,1,0,2,1,2,3,1,0,5,5,0,4,0,0,5,5,2,0,0,0,0,0,0,,,,0,7,2006,1,Normal,80500
1219,1220,160,1,21.0,1680,Pave,,1,1,AllPub,1,1,BrDale,Norm,Norm,5,2,6,5,1971,1971,1,1,6,6,2,236,2,2,2,2,2,1,3,0,3,0,672,672,1,2,1,1,672,546,0,1218,0,0,1,1,3,1,2,7,1,0,5,5,0,4,0,0,5,5,2,201,0,0,0,0,0,,,,0,4,2006,1,Abnorml,91500
1220,1221,20,2,66.0,7800,Pave,,2,1,AllPub,1,1,NAmes,Norm,Norm,1,1,5,5,1964,1964,1,1,3,3,1,0,2,2,2,2,2,1,4,312,6,600,0,912,1,2,1,1,912,0,0,912,0,0,1,0,2,1,2,5,1,0,5,1,1964,2,1,288,2,2,1,0,0,0,0,0,0,,,,0,11,2006,1,Abnorml,115000
1221,1222,20,2,55.0,8250,Pave,,1,1,AllPub,1,1,Sawyer,Feedr,Norm,1,1,5,5,1968,1968,2,1,4,4,1,0,2,2,2,2,2,1,7,250,6,492,210,952,1,3,1,1,1211,0,0,1211,0,0,1,0,3,1,2,5,1,1,2,1,1968,2,1,322,2,2,1,0,63,0,0,0,0,,,,0,8,2008,1,Normal,134000
1222,1223,50,2,78.0,10496,Pave,,1,1,AllPub,1,1,NAmes,Artery,Norm,1,4,6,6,1949,1950,1,1,3,3,2,320,2,2,2,2,2,3,4,196,3,0,844,1040,1,3,1,1,1168,678,0,1846,0,0,2,0,3,1,2,7,1,1,1,1,1949,2,1,315,2,2,1,0,0,0,0,0,0,,GdWo,,0,1,2007,1,Normal,143000
1223,1224,20,2,89.0,10680,Pave,,1,1,AllPub,1,1,NAmes,Norm,Norm,1,1,5,3,1951,1951,2,1,3,3,2,44,2,2,2,2,4,1,6,756,3,0,1380,2136,1,2,2,3,2136,0,0,2136,0,0,2,0,4,1,2,7,5,0,5,2,1951,2,2,528,2,2,1,0,30,0,0,0,0,,MnPrv,,0,10,2006,1,Normal,137900
1224,1225,60,2,60.0,15384,Pave,,2,1,AllPub,1,1,Gilbert,RRAn,Norm,1,2,7,5,2004,2005,1,1,1,1,1,0,1,2,1,1,2,4,1,724,3,0,64,788,1,3,1,1,788,702,0,1490,1,0,2,1,3,1,1,8,1,1,1,1,2004,3,2,388,2,2,1,100,75,0,0,0,0,,,,0,2,2008,1,Normal,184000
1225,1226,80,2,65.0,10482,Pave,,1,1,AllPub,1,1,NAmes,Norm,Norm,1,3,6,8,1958,1958,2,1,1,1,2,63,2,1,2,2,2,4,1,507,3,0,81,588,1,3,1,1,1138,0,0,1138,0,1,1,0,3,1,2,6,1,0,5,1,1958,1,1,264,2,2,1,224,0,0,0,0,0,,MnWw,,0,6,2007,1,Normal,145000
1226,1227,60,2,86.0,14598,Pave,,2,1,AllPub,4,1,Somerst,Feedr,Norm,1,2,6,5,2007,2007,1,1,1,1,3,74,1,2,1,1,2,3,3,0,3,0,894,894,1,3,1,1,894,1039,0,1933,0,0,2,1,4,1,1,9,1,1,1,3,2007,3,3,668,2,2,1,100,18,0,0,0,0,,,,0,1,2008,1,Normal,214000
1227,1228,20,2,72.0,8872,Pave,,1,1,AllPub,3,1,NAmes,Norm,Norm,1,1,5,8,1965,2008,1,1,1,1,2,300,2,2,2,2,2,1,2,595,3,0,317,912,1,3,1,1,912,0,0,912,1,0,1,0,2,1,1,5,1,0,5,2,1992,2,2,576,2,2,1,0,240,0,0,0,0,,,,0,12,2008,1,Normal,147000
